,0,1,2,3,4
1728,1.9356,49.9614,[0.00604327],1.9356_49.9614.tif,Airaines
1729,1.937,49.9684,[7.443319e-05],1.937_49.9684.tif,Airaines
1730,1.937,49.9754,[0.0004679],1.937_49.9754.tif,Airaines
1731,1.937,49.9614,[0.00047245],1.937_49.9614.tif,Airaines
1732,1.9384,49.9684,[0.00125764],1.9384_49.9684.tif,Airaines
1733,1.9384,49.9754,[0.00069621],1.9384_49.9754.tif,Airaines
1734,1.9384,49.9614,[0.00061513],1.9384_49.9614.tif,Airaines
1735,1.9398,49.9754,[0.00122496],1.9398_49.9754.tif,Airaines
1736,1.9398,49.9684,[1.2614022e-06],1.9398_49.9684.tif,Airaines
1737,1.9398,49.9614,[1.3675533e-10],1.9398_49.9614.tif,Airaines
1738,1.9412,49.9754,[0.00046299],1.9412_49.9754.tif,Airaines
1739,1.9412,49.9684,[3.4767065e-09],1.9412_49.9684.tif,Airaines
1740,1.9412,49.9614,[3.1581335e-10],1.9412_49.9614.tif,Airaines
1741,1.9426,49.9754,[0.00055908],1.9426_49.9754.tif,Airaines
1742,1.9426,49.9684,[3.0413366e-15],1.9426_49.9684.tif,Airaines
1743,1.9426,49.9614,[1.1228901e-15],1.9426_49.9614.tif,Airaines
1744,1.944,49.9754,[0.00026122],1.944_49.9754.tif,Airaines
1745,1.944,49.9684,[1.5641433e-11],1.944_49.9684.tif,Airaines
1746,1.944,49.9614,[2.7771512e-18],1.944_49.9614.tif,Airaines
1747,1.9454,49.9754,[0.00263188],1.9454_49.9754.tif,Airaines
1748,1.9454,49.9684,[2.4653316e-08],1.9454_49.9684.tif,Airaines
1749,1.9454,49.9614,[1.3424787e-07],1.9454_49.9614.tif,Airaines
1750,1.9468,49.9754,[0.00114577],1.9468_49.9754.tif,Airaines
1751,1.9468,49.9684,[3.2658318e-07],1.9468_49.9684.tif,Airaines
1752,1.9468,49.9614,[2.6342539e-05],1.9468_49.9614.tif,Airaines
1753,1.9482,49.9754,[0.00114333],1.9482_49.9754.tif,Airaines
1754,1.9482,49.9684,[0.00087785],1.9482_49.9684.tif,Airaines
1755,1.9482,49.9614,[2.2306327e-13],1.9482_49.9614.tif,Airaines
1756,1.9496,49.9754,[0.0011743],1.9496_49.9754.tif,Airaines
1757,1.9496,49.9684,[0.00204811],1.9496_49.9684.tif,Airaines
1758,1.9496,49.9614,[6.724108e-14],1.9496_49.9614.tif,Airaines
1759,1.951,49.9754,[0.00129086],1.951_49.9754.tif,Airaines
1760,1.951,49.9684,[0.02743967],1.951_49.9684.tif,Airaines
1761,1.951,49.9614,[3.5988815e-10],1.951_49.9614.tif,Airaines
1762,1.9524,49.9754,[0.01307816],1.9524_49.9754.tif,Airaines
1763,1.9524,49.9684,[0.0105547],1.9524_49.9684.tif,Airaines
1764,1.9524,49.9614,[1.8767298e-06],1.9524_49.9614.tif,Airaines
1765,1.9538,49.9754,[0.00116552],1.9538_49.9754.tif,Airaines
1766,1.9538,49.9684,[0.00378308],1.9538_49.9684.tif,Airaines
1767,1.9538,49.9614,[0.15622225],1.9538_49.9614.tif,Airaines
1768,1.9552,49.9754,[0.00284954],1.9552_49.9754.tif,Airaines
1769,1.9552,49.9684,[0.00130732],1.9552_49.9684.tif,Airaines
1770,1.9552,49.9614,[0.08653564],1.9552_49.9614.tif,Airaines
1771,1.9566,49.9754,[0.00444935],1.9566_49.9754.tif,Airaines
1772,1.9566,49.9684,[0.00358865],1.9566_49.9684.tif,Airaines
1773,1.9566,49.9614,[0.5267951],1.9566_49.9614.tif,Airaines
1774,1.958,49.9754,[0.00065155],1.958_49.9754.tif,Airaines
1775,1.958,49.9684,[0.02226692],1.958_49.9684.tif,Airaines
1776,1.958,49.9614,[0.0020154],1.958_49.9614.tif,Airaines
1777,1.9594,49.9754,[0.00080715],1.9594_49.9754.tif,Airaines
1778,1.9594,49.9684,[0.01637972],1.9594_49.9684.tif,Airaines
1779,1.9594,49.9614,[0.00227162],1.9594_49.9614.tif,Airaines
1780,1.93,49.9768,[0.00170438],1.93_49.9768.tif,Airaines
1781,1.93,49.9628,[0.01186436],1.93_49.9628.tif,Airaines
1782,1.93,49.9698,[0.00015413],1.93_49.9698.tif,Airaines
1783,1.9314,49.9768,[0.00343081],1.9314_49.9768.tif,Airaines
1784,1.9314,49.9628,[0.00861022],1.9314_49.9628.tif,Airaines
1785,1.9314,49.9698,[0.00010177],1.9314_49.9698.tif,Airaines
1786,1.9328,49.9768,[0.00202021],1.9328_49.9768.tif,Airaines
1787,1.9328,49.9628,[0.00270018],1.9328_49.9628.tif,Airaines
1788,1.9328,49.9698,[2.7605643e-06],1.9328_49.9698.tif,Airaines
1789,1.9342,49.9768,[0.00043396],1.9342_49.9768.tif,Airaines
1790,1.9342,49.9628,[0.00927874],1.9342_49.9628.tif,Airaines
1791,1.9342,49.9698,[2.8718084e-06],1.9342_49.9698.tif,Airaines
1792,1.9356,49.9768,[0.00088856],1.9356_49.9768.tif,Airaines
1793,1.9356,49.9628,[0.0108361],1.9356_49.9628.tif,Airaines
1794,1.9356,49.9698,[0.00095439],1.9356_49.9698.tif,Airaines
1795,1.937,49.9768,[0.0004542],1.937_49.9768.tif,Airaines
1796,1.937,49.9628,[0.00120734],1.937_49.9628.tif,Airaines
1797,1.937,49.9698,[0.00019762],1.937_49.9698.tif,Airaines
1798,1.9384,49.9768,[0.00051527],1.9384_49.9768.tif,Airaines
1799,1.9384,49.9628,[0.00055787],1.9384_49.9628.tif,Airaines
1800,1.9384,49.9698,[5.816909e-11],1.9384_49.9698.tif,Airaines
1801,1.9398,49.9768,[4.6033053e-09],1.9398_49.9768.tif,Airaines
1802,1.9398,49.9628,[5.2956285e-11],1.9398_49.9628.tif,Airaines
1803,1.9398,49.9698,[6.3618726e-15],1.9398_49.9698.tif,Airaines
1804,1.9412,49.9768,[0.00397609],1.9412_49.9768.tif,Airaines
1805,1.9412,49.9628,[7.4523764e-16],1.9412_49.9628.tif,Airaines
1806,1.9412,49.9698,[7.0593166e-25],1.9412_49.9698.tif,Airaines
1807,1.9426,49.9768,[0.00132281],1.9426_49.9768.tif,Airaines
1808,1.9426,49.9628,[1.1170924e-15],1.9426_49.9628.tif,Airaines
1809,1.9426,49.9698,[3.808522e-17],1.9426_49.9698.tif,Airaines
1810,1.944,49.9768,[0.00042452],1.944_49.9768.tif,Airaines
1811,1.944,49.9628,[6.464837e-17],1.944_49.9628.tif,Airaines
1812,1.944,49.9698,[6.404333e-05],1.944_49.9698.tif,Airaines
1813,1.9454,49.9768,[0.00060013],1.9454_49.9768.tif,Airaines
1814,1.9454,49.9628,[4.8506125e-12],1.9454_49.9628.tif,Airaines
1815,1.9454,49.9698,[0.00011038],1.9454_49.9698.tif,Airaines
1816,1.9468,49.9768,[0.00057263],1.9468_49.9768.tif,Airaines
1817,1.9468,49.9628,[5.284811e-15],1.9468_49.9628.tif,Airaines
1818,1.9468,49.9698,[9.54779e-05],1.9468_49.9698.tif,Airaines
1819,1.9482,49.9768,[0.00040648],1.9482_49.9768.tif,Airaines
1820,1.9482,49.9628,[1.3223222e-28],1.9482_49.9628.tif,Airaines
1821,1.9482,49.9698,[0.01965638],1.9482_49.9698.tif,Airaines
1822,1.9496,49.9768,[0.00068277],1.9496_49.9768.tif,Airaines
1823,1.9496,49.9628,[1.8587128e-08],1.9496_49.9628.tif,Airaines
1824,1.9496,49.9698,[0.00370998],1.9496_49.9698.tif,Airaines
1825,1.951,49.9768,[0.00102659],1.951_49.9768.tif,Airaines
1826,1.951,49.9628,[0.01367414],1.951_49.9628.tif,Airaines
1827,1.951,49.9698,[0.0070815],1.951_49.9698.tif,Airaines
1828,1.9524,49.9768,[0.00174795],1.9524_49.9768.tif,Airaines
1829,1.9524,49.9628,[0.00572958],1.9524_49.9628.tif,Airaines
1830,1.9524,49.9698,[0.02893401],1.9524_49.9698.tif,Airaines
1831,1.9538,49.9768,[0.00204963],1.9538_49.9768.tif,Airaines
1832,1.9538,49.9628,[0.00224556],1.9538_49.9628.tif,Airaines
1833,1.9538,49.9698,[0.05750655],1.9538_49.9698.tif,Airaines
1834,1.9552,49.9768,[0.00342926],1.9552_49.9768.tif,Airaines
1835,1.9552,49.9628,[0.00253731],1.9552_49.9628.tif,Airaines
1836,1.9552,49.9698,[0.01066257],1.9552_49.9698.tif,Airaines
1837,1.9566,49.9768,[0.00393333],1.9566_49.9768.tif,Airaines
1838,1.9566,49.9628,[0.00700786],1.9566_49.9628.tif,Airaines
1839,1.9566,49.9698,[0.00552068],1.9566_49.9698.tif,Airaines
1840,1.958,49.9768,[0.0030373],1.958_49.9768.tif,Airaines
1841,1.958,49.9628,[0.00146063],1.958_49.9628.tif,Airaines
1842,1.958,49.9698,[0.00419045],1.958_49.9698.tif,Airaines
1843,1.9594,49.9768,[0.00075496],1.9594_49.9768.tif,Airaines
1844,1.9594,49.9628,[0.00176779],1.9594_49.9628.tif,Airaines
1845,1.9594,49.9698,[0.00431206],1.9594_49.9698.tif,Airaines
1846,1.93,49.9782,[0.00169221],1.93_49.9782.tif,Airaines
1847,1.93,49.9642,[0.00183417],1.93_49.9642.tif,Airaines
1848,1.93,49.9712,[0.00011489],1.93_49.9712.tif,Airaines
1849,1.9314,49.9782,[0.00023016],1.9314_49.9782.tif,Airaines
1850,1.9314,49.9642,[0.00049751],1.9314_49.9642.tif,Airaines
1851,1.9314,49.9712,[0.00017319],1.9314_49.9712.tif,Airaines
1852,1.9328,49.9782,[0.00014862],1.9328_49.9782.tif,Airaines
1853,1.9328,49.9642,[7.2040475e-06],1.9328_49.9642.tif,Airaines
1854,1.9328,49.9712,[0.00024117],1.9328_49.9712.tif,Airaines
1855,1.9342,49.9782,[0.00025949],1.9342_49.9782.tif,Airaines
1856,1.9342,49.9642,[0.03746724],1.9342_49.9642.tif,Airaines
1857,1.9342,49.9712,[0.00095625],1.9342_49.9712.tif,Airaines
1858,1.9356,49.9782,[0.00052984],1.9356_49.9782.tif,Airaines
1859,1.9356,49.9642,[1.521019e-05],1.9356_49.9642.tif,Airaines
1860,1.9356,49.9712,[0.00074258],1.9356_49.9712.tif,Airaines
1861,1.937,49.9782,[0.00032512],1.937_49.9782.tif,Airaines
1862,1.937,49.9642,[8.20383e-06],1.937_49.9642.tif,Airaines
1863,1.937,49.9712,[0.00052831],1.937_49.9712.tif,Airaines
1864,1.9384,49.9782,[6.2832655e-09],1.9384_49.9782.tif,Airaines
1865,1.9384,49.9642,[4.3080906e-08],1.9384_49.9642.tif,Airaines
1866,1.9384,49.9712,[4.218945e-06],1.9384_49.9712.tif,Airaines
1867,1.9398,49.9642,[3.8809857e-14],1.9398_49.9642.tif,Airaines
1868,1.9398,49.9782,[2.0570767e-13],1.9398_49.9782.tif,Airaines
1869,1.9398,49.9712,[7.843461e-09],1.9398_49.9712.tif,Airaines
1870,1.9412,49.9782,[1.766264e-05],1.9412_49.9782.tif,Airaines
1871,1.9412,49.9712,[2.1865448e-10],1.9412_49.9712.tif,Airaines
1872,1.9412,49.9642,[2.0987684e-14],1.9412_49.9642.tif,Airaines
1873,1.9426,49.9782,[0.00137866],1.9426_49.9782.tif,Airaines
1874,1.9426,49.9642,[4.5706265e-21],1.9426_49.9642.tif,Airaines
1875,1.9426,49.9712,[1.0101912e-11],1.9426_49.9712.tif,Airaines
1876,1.944,49.9782,[0.00148911],1.944_49.9782.tif,Airaines
1877,1.944,49.9642,[1.5705836e-21],1.944_49.9642.tif,Airaines
1878,1.944,49.9712,[1.096123e-06],1.944_49.9712.tif,Airaines
1879,1.9454,49.9782,[0.00151856],1.9454_49.9782.tif,Airaines
1880,1.9454,49.9642,[2.2882833e-09],1.9454_49.9642.tif,Airaines
1881,1.9454,49.9712,[0.00023238],1.9454_49.9712.tif,Airaines
1882,1.9468,49.9782,[0.00183665],1.9468_49.9782.tif,Airaines
1883,1.9468,49.9642,[3.8648903e-07],1.9468_49.9642.tif,Airaines
1884,1.9468,49.9712,[0.00041999],1.9468_49.9712.tif,Airaines
1885,1.9482,49.9782,[0.00133924],1.9482_49.9782.tif,Airaines
1886,1.9482,49.9642,[2.4597385e-11],1.9482_49.9642.tif,Airaines
1887,1.9482,49.9712,[0.00068447],1.9482_49.9712.tif,Airaines
1888,1.9496,49.9782,[0.00100721],1.9496_49.9782.tif,Airaines
1889,1.9496,49.9712,[0.00014711],1.9496_49.9712.tif,Airaines
1890,1.9496,49.9642,[7.209239e-10],1.9496_49.9642.tif,Airaines
1891,1.951,49.9782,[0.00201631],1.951_49.9782.tif,Airaines
1892,1.951,49.9712,[0.02426432],1.951_49.9712.tif,Airaines
1893,1.951,49.9642,[0.00840663],1.951_49.9642.tif,Airaines
1894,1.9524,49.9782,[0.00182577],1.9524_49.9782.tif,Airaines
1895,1.9524,49.9712,[0.00647266],1.9524_49.9712.tif,Airaines
1896,1.9524,49.9642,[0.00071142],1.9524_49.9642.tif,Airaines
1897,1.9538,49.9782,[0.00055105],1.9538_49.9782.tif,Airaines
1898,1.9538,49.9712,[0.00625965],1.9538_49.9712.tif,Airaines
1899,1.9538,49.9642,[0.00273706],1.9538_49.9642.tif,Airaines
1900,1.9552,49.9782,[0.0024231],1.9552_49.9782.tif,Airaines
1901,1.9552,49.9712,[0.00255466],1.9552_49.9712.tif,Airaines
1902,1.9552,49.9642,[0.00325328],1.9552_49.9642.tif,Airaines
1903,1.9566,49.9782,[0.00212952],1.9566_49.9782.tif,Airaines
1904,1.9566,49.9712,[0.00234542],1.9566_49.9712.tif,Airaines
1905,1.9566,49.9642,[0.00654215],1.9566_49.9642.tif,Airaines
1906,1.958,49.9782,[0.00020177],1.958_49.9782.tif,Airaines
1907,1.958,49.9712,[0.00444737],1.958_49.9712.tif,Airaines
1908,1.958,49.9642,[0.00125612],1.958_49.9642.tif,Airaines
1909,1.9594,49.9782,[8.163142e-05],1.9594_49.9782.tif,Airaines
1910,1.9594,49.9712,[0.00138965],1.9594_49.9712.tif,Airaines
1911,1.9594,49.9642,[0.00080436],1.9594_49.9642.tif,Airaines
1912,1.93,49.9796,[0.00101076],1.93_49.9796.tif,Airaines
1913,1.93,49.9726,[0.00011454],1.93_49.9726.tif,Airaines
1914,1.93,49.9656,[0.00115285],1.93_49.9656.tif,Airaines
1915,1.9314,49.9796,[0.00041012],1.9314_49.9796.tif,Airaines
1916,1.9314,49.9656,[0.00091949],1.9314_49.9656.tif,Airaines
1917,1.9314,49.9726,[0.00016171],1.9314_49.9726.tif,Airaines
1918,1.9328,49.9796,[0.00056376],1.9328_49.9796.tif,Airaines
1919,1.9328,49.9656,[0.00133284],1.9328_49.9656.tif,Airaines
1920,1.9328,49.9726,[0.00056226],1.9328_49.9726.tif,Airaines
1921,1.9342,49.9796,[0.00066198],1.9342_49.9796.tif,Airaines
1922,1.9342,49.9656,[1.26160985e-05],1.9342_49.9656.tif,Airaines
1923,1.9342,49.9726,[0.00194504],1.9342_49.9726.tif,Airaines
1924,1.9356,49.9796,[0.00073495],1.9356_49.9796.tif,Airaines
1925,1.9356,49.9656,[1.6841063e-14],1.9356_49.9656.tif,Airaines
1926,1.9356,49.9726,[0.00035841],1.9356_49.9726.tif,Airaines
1927,1.937,49.9796,[0.00018899],1.937_49.9796.tif,Airaines
1928,1.937,49.9656,[1.2225224e-15],1.937_49.9656.tif,Airaines
1929,1.937,49.9726,[0.00029043],1.937_49.9726.tif,Airaines
1930,1.9384,49.9796,[0.00182084],1.9384_49.9796.tif,Airaines
1931,1.9384,49.9656,[1.2607467e-16],1.9384_49.9656.tif,Airaines
1932,1.9384,49.9726,[0.00030323],1.9384_49.9726.tif,Airaines
1933,1.9398,49.9796,[0.0018855],1.9398_49.9796.tif,Airaines
1934,1.9398,49.9656,[9.903126e-15],1.9398_49.9656.tif,Airaines
1935,1.9398,49.9726,[0.00024917],1.9398_49.9726.tif,Airaines
1936,1.9412,49.9796,[0.98595977],1.9412_49.9796.tif,Airaines
1937,1.9412,49.9656,[6.470643e-22],1.9412_49.9656.tif,Airaines
1938,1.9412,49.9726,[0.00017194],1.9412_49.9726.tif,Airaines
1939,1.9426,49.9796,[0.38057244],1.9426_49.9796.tif,Airaines
1940,1.9426,49.9656,[6.2423427e-16],1.9426_49.9656.tif,Airaines
1941,1.9426,49.9726,[1.1941825e-07],1.9426_49.9726.tif,Airaines
1942,1.944,49.9796,[0.00240026],1.944_49.9796.tif,Airaines
1943,1.944,49.9656,[3.801774e-16],1.944_49.9656.tif,Airaines
1944,1.944,49.9726,[0.9656176],1.944_49.9726.tif,Airaines
1945,1.9454,49.9796,[0.00197019],1.9454_49.9796.tif,Airaines
1946,1.9454,49.9656,[1.1594104e-14],1.9454_49.9656.tif,Airaines
1947,1.9454,49.9726,[0.00065481],1.9454_49.9726.tif,Airaines
1948,1.9468,49.9796,[0.00182864],1.9468_49.9796.tif,Airaines
1949,1.9468,49.9726,[0.00070102],1.9468_49.9726.tif,Airaines
1950,1.9468,49.9656,[3.3570898e-12],1.9468_49.9656.tif,Airaines
1951,1.9482,49.9796,[0.00335805],1.9482_49.9796.tif,Airaines
1952,1.9482,49.9656,[0.00039167],1.9482_49.9656.tif,Airaines
1953,1.9482,49.9726,[0.00036527],1.9482_49.9726.tif,Airaines
1954,1.9496,49.9796,[0.00286955],1.9496_49.9796.tif,Airaines
1955,1.9496,49.9726,[0.00051803],1.9496_49.9726.tif,Airaines
1956,1.9496,49.9656,[4.17687e-05],1.9496_49.9656.tif,Airaines
1957,1.951,49.9796,[0.00309044],1.951_49.9796.tif,Airaines
1958,1.951,49.9656,[2.1863955e-13],1.951_49.9656.tif,Airaines
1959,1.951,49.9726,[0.00012068],1.951_49.9726.tif,Airaines
1960,1.9524,49.9796,[0.00171706],1.9524_49.9796.tif,Airaines
1961,1.9524,49.9656,[5.8185936e-08],1.9524_49.9656.tif,Airaines
1962,1.9524,49.9726,[5.7916423e-05],1.9524_49.9726.tif,Airaines
1963,1.9538,49.9656,[1.891557e-10],1.9538_49.9656.tif,Airaines
1964,1.9538,49.9796,[0.00085495],1.9538_49.9796.tif,Airaines
1965,1.9538,49.9726,[0.00015957],1.9538_49.9726.tif,Airaines
1966,1.9552,49.9656,[0.00012516],1.9552_49.9656.tif,Airaines
1967,1.9552,49.9796,[0.00031235],1.9552_49.9796.tif,Airaines
1968,1.9552,49.9726,[0.4857119],1.9552_49.9726.tif,Airaines
1969,1.9566,49.9656,[0.00118026],1.9566_49.9656.tif,Airaines
1970,1.9566,49.9796,[0.00109305],1.9566_49.9796.tif,Airaines
1971,1.9566,49.9726,[0.00106368],1.9566_49.9726.tif,Airaines
1972,1.958,49.9656,[0.00768792],1.958_49.9656.tif,Airaines
1973,1.958,49.9796,[0.0042938],1.958_49.9796.tif,Airaines
1974,1.958,49.9726,[0.00243733],1.958_49.9726.tif,Airaines
1975,1.9594,49.9656,[0.00880832],1.9594_49.9656.tif,Airaines
1976,1.9594,49.9796,[3.3050281e-07],1.9594_49.9796.tif,Airaines
1977,1.9594,49.9726,[0.00489819],1.9594_49.9726.tif,Airaines
1978,-0.1502,49.0898,[0.00372829],-0.1502_49.0898.tif,Airan
1979,-0.139,49.0996,[0.00265774],-0.139_49.0996.tif,Airan
1980,-0.16,49.08,[0.00198017],-0.16_49.08.tif,Airan
1981,-0.1488,49.0898,[0.00379376],-0.1488_49.0898.tif,Airan
1982,-0.1376,49.0996,[0.00611438],-0.1376_49.0996.tif,Airan
1983,-0.1586,49.08,[0.00113739],-0.1586_49.08.tif,Airan
1984,-0.1474,49.0898,[0.00405637],-0.1474_49.0898.tif,Airan
1985,-0.1362,49.0996,[0.00073993],-0.1362_49.0996.tif,Airan
1986,-0.1572,49.08,[0.00206592],-0.1572_49.08.tif,Airan
1987,-0.146,49.0898,[0.00386888],-0.146_49.0898.tif,Airan
1988,-0.1348,49.0996,[0.00331795],-0.1348_49.0996.tif,Airan
1989,-0.1558,49.08,[0.00388217],-0.1558_49.08.tif,Airan
1990,-0.1446,49.0898,[0.00932716],-0.1446_49.0898.tif,Airan
1991,-0.1334,49.0996,[0.00658542],-0.1334_49.0996.tif,Airan
1992,-0.1544,49.08,[0.0041775],-0.1544_49.08.tif,Airan
1993,-0.1432,49.0898,[0.00264049],-0.1432_49.0898.tif,Airan
1994,-0.132,49.0996,[0.00526799],-0.132_49.0996.tif,Airan
1995,-0.153,49.08,[0.00428035],-0.153_49.08.tif,Airan
1996,-0.1418,49.0898,[0.00224684],-0.1418_49.0898.tif,Airan
1997,-0.1516,49.08,[0.0059733],-0.1516_49.08.tif,Airan
1998,-0.1306,49.0996,[0.00533073],-0.1306_49.0996.tif,Airan
1999,-0.1404,49.0898,[0.00439268],-0.1404_49.0898.tif,Airan
2000,-0.1502,49.08,[0.00271442],-0.1502_49.08.tif,Airan
2001,-0.16,49.101,[0.00291068],-0.16_49.101.tif,Airan
2002,-0.139,49.0898,[0.00574065],-0.139_49.0898.tif,Airan
2003,-0.1488,49.08,[0.00495772],-0.1488_49.08.tif,Airan
2004,-0.1586,49.101,[2.4016948e-08],-0.1586_49.101.tif,Airan
2005,-0.1376,49.0898,[0.00201951],-0.1376_49.0898.tif,Airan
2006,-0.1474,49.08,[0.00456388],-0.1474_49.08.tif,Airan
2007,-0.1572,49.101,[3.4961267e-06],-0.1572_49.101.tif,Airan
2008,-0.1362,49.0898,[0.00193587],-0.1362_49.0898.tif,Airan
2009,-0.146,49.08,[0.00338903],-0.146_49.08.tif,Airan
2010,-0.1558,49.101,[5.717687e-06],-0.1558_49.101.tif,Airan
2011,-0.1348,49.0898,[0.00247168],-0.1348_49.0898.tif,Airan
2012,-0.1446,49.08,[0.0125761],-0.1446_49.08.tif,Airan
2013,-0.1544,49.101,[3.3700306e-07],-0.1544_49.101.tif,Airan
2014,-0.1334,49.0898,[0.00404405],-0.1334_49.0898.tif,Airan
2015,-0.1432,49.08,[0.00392352],-0.1432_49.08.tif,Airan
2016,-0.153,49.101,[1.10409376e-13],-0.153_49.101.tif,Airan
2017,-0.132,49.0898,[0.00551559],-0.132_49.0898.tif,Airan
2018,-0.1418,49.08,[0.01124569],-0.1418_49.08.tif,Airan
2019,-0.1516,49.101,[8.3457246e-16],-0.1516_49.101.tif,Airan
2020,-0.1306,49.0898,[0.00598019],-0.1306_49.0898.tif,Airan
2021,-0.1404,49.08,[0.00478491],-0.1404_49.08.tif,Airan
2022,-0.1502,49.101,[9.494163e-11],-0.1502_49.101.tif,Airan
2023,-0.16,49.0912,[0.00332823],-0.16_49.0912.tif,Airan
2024,-0.139,49.08,[0.00592966],-0.139_49.08.tif,Airan
2025,-0.1488,49.101,[1.0130044e-07],-0.1488_49.101.tif,Airan
2026,-0.1586,49.0912,[0.00485478],-0.1586_49.0912.tif,Airan
2027,-0.1376,49.08,[0.00599705],-0.1376_49.08.tif,Airan
2028,-0.1474,49.101,[0.00829849],-0.1474_49.101.tif,Airan
2029,-0.1572,49.0912,[0.00698972],-0.1572_49.0912.tif,Airan
2030,-0.1362,49.08,[0.00621819],-0.1362_49.08.tif,Airan
2031,-0.146,49.101,[0.00593353],-0.146_49.101.tif,Airan
2032,-0.1558,49.0912,[0.00664686],-0.1558_49.0912.tif,Airan
2033,-0.1348,49.08,[0.00597333],-0.1348_49.08.tif,Airan
2034,-0.1446,49.101,[4.4904073e-07],-0.1446_49.101.tif,Airan
2035,-0.1544,49.0912,[0.00583598],-0.1544_49.0912.tif,Airan
2036,-0.1334,49.08,[0.00440711],-0.1334_49.08.tif,Airan
2037,-0.1432,49.101,[1.0905551e-08],-0.1432_49.101.tif,Airan
2038,-0.153,49.0912,[0.00413741],-0.153_49.0912.tif,Airan
2039,-0.132,49.08,[0.00300055],-0.132_49.08.tif,Airan
2040,-0.1418,49.101,[0.03154808],-0.1418_49.101.tif,Airan
2041,-0.1516,49.0912,[0.00384528],-0.1516_49.0912.tif,Airan
2042,-0.1306,49.08,[0.00257363],-0.1306_49.08.tif,Airan
2043,-0.1404,49.101,[0.00899614],-0.1404_49.101.tif,Airan
2044,-0.1502,49.0912,[0.00199935],-0.1502_49.0912.tif,Airan
2045,-0.16,49.0814,[0.00117295],-0.16_49.0814.tif,Airan
2046,-0.139,49.101,[0.00249012],-0.139_49.101.tif,Airan
2047,-0.1488,49.0912,[0.00092874],-0.1488_49.0912.tif,Airan
2048,-0.1586,49.0814,[0.00105393],-0.1586_49.0814.tif,Airan
2049,-0.1376,49.101,[0.00718689],-0.1376_49.101.tif,Airan
2050,-0.1474,49.0912,[0.00056796],-0.1474_49.0912.tif,Airan
2051,-0.1572,49.0814,[0.01087955],-0.1572_49.0814.tif,Airan
2052,-0.1362,49.101,[0.00330807],-0.1362_49.101.tif,Airan
2053,-0.146,49.0912,[0.00106472],-0.146_49.0912.tif,Airan
2054,-0.1558,49.0814,[1.],-0.1558_49.0814.tif,Airan
2055,-0.1348,49.101,[0.00229294],-0.1348_49.101.tif,Airan
2056,-0.1446,49.0912,[0.00563711],-0.1446_49.0912.tif,Airan
2057,-0.1544,49.0814,[0.0020074],-0.1544_49.0814.tif,Airan
2058,-0.1334,49.101,[0.00116521],-0.1334_49.101.tif,Airan
2059,-0.1432,49.0912,[0.00338588],-0.1432_49.0912.tif,Airan
2060,-0.153,49.0814,[0.00311713],-0.153_49.0814.tif,Airan
2061,-0.132,49.101,[0.0015131],-0.132_49.101.tif,Airan
2062,-0.1418,49.0912,[0.00296406],-0.1418_49.0912.tif,Airan
2063,-0.1516,49.0814,[0.00315001],-0.1516_49.0814.tif,Airan
2064,-0.1306,49.101,[0.00293271],-0.1306_49.101.tif,Airan
2065,-0.1404,49.0912,[0.00265828],-0.1404_49.0912.tif,Airan
2066,-0.1502,49.0814,[0.00402373],-0.1502_49.0814.tif,Airan
2067,-0.16,49.1024,[0.00463338],-0.16_49.1024.tif,Airan
2068,-0.139,49.0912,[0.00268369],-0.139_49.0912.tif,Airan
2069,-0.1488,49.0814,[0.00377405],-0.1488_49.0814.tif,Airan
2070,-0.1586,49.1024,[0.00248762],-0.1586_49.1024.tif,Airan
2071,-0.1376,49.0912,[0.00374674],-0.1376_49.0912.tif,Airan
2072,-0.1474,49.0814,[0.00408645],-0.1474_49.0814.tif,Airan
2073,-0.1572,49.1024,[0.00172769],-0.1572_49.1024.tif,Airan
2074,-0.1362,49.0912,[0.00377698],-0.1362_49.0912.tif,Airan
2075,-0.146,49.0814,[0.02816902],-0.146_49.0814.tif,Airan
2076,-0.1558,49.1024,[9.864887e-07],-0.1558_49.1024.tif,Airan
2077,-0.1348,49.0912,[0.00440042],-0.1348_49.0912.tif,Airan
2078,-0.1446,49.0814,[0.0131787],-0.1446_49.0814.tif,Airan
2079,-0.1544,49.1024,[0.00050481],-0.1544_49.1024.tif,Airan
2080,-0.1334,49.0912,[0.00496154],-0.1334_49.0912.tif,Airan
2081,-0.1432,49.0814,[0.01496727],-0.1432_49.0814.tif,Airan
2082,-0.153,49.1024,[0.0016061],-0.153_49.1024.tif,Airan
2083,-0.132,49.0912,[0.00569634],-0.132_49.0912.tif,Airan
2084,-0.1418,49.0814,[0.00387205],-0.1418_49.0814.tif,Airan
2085,-0.1516,49.1024,[1.3452514e-12],-0.1516_49.1024.tif,Airan
2086,-0.1306,49.0912,[0.00641996],-0.1306_49.0912.tif,Airan
2087,-0.1404,49.0814,[0.00910369],-0.1404_49.0814.tif,Airan
2088,-0.1502,49.1024,[0.00066739],-0.1502_49.1024.tif,Airan
2089,-0.16,49.0926,[0.00499888],-0.16_49.0926.tif,Airan
2090,-0.139,49.0814,[0.00558517],-0.139_49.0814.tif,Airan
2091,-0.1488,49.1024,[0.04260403],-0.1488_49.1024.tif,Airan
2092,-0.1586,49.0926,[0.00294542],-0.1586_49.0926.tif,Airan
