Name,Betreiber1,Betreiber2,n_Anlagen,KW,Type,Jahr,Lat,Long,url,Hersteller,Nabenhoehe,Rotordurchmesser,Name_Save,Park,id,quality
"Parndorf_III, Anlage 20",Energie Burgenland Windkraft GmbH,---,23,1800,E66 20.70,2004,47.974043,16.917931,www.energieburgenland.at,Enercon,85,70,"Parndorf III, Anlage 20",Parndorf_III,248,100
"Parndorf_III, Anlage 21",Energie Burgenland Windkraft GmbH,---,23,1800,E66 20.70,2004,47.975087,16.906946,www.energieburgenland.at,Enercon,85,70,"Parndorf III, Anlage 21",Parndorf_III,249,70
"Parndorf_III, Anlage 22",Energie Burgenland Windkraft GmbH,---,23,1800,E66 20.70,2004,47.975752,16.921352,www.energieburgenland.at,Enercon,85,70,"Parndorf III, Anlage 22",Parndorf_III,250,100
"Parndorf_III, Anlage 23",Energie Burgenland Windkraft GmbH,---,23,1800,E66 20.70,2004,47.976726,16.899249,www.energieburgenland.at,Enercon,85,70,"Parndorf III, Anlage 23",Parndorf_III,251,70
"Gols_III Römerstr, Anlage 1",Windpark Römerstraße GmbH,---,6,2e3,V90,2004,47.919417,16.9525,NA,Vestas,80,90,"Gols III Römerstr, Anlage 1",Gols_III Römerstr,252,100
"Gols_III Römerstr, Anlage 2",Windpark Römerstraße GmbH,---,6,2e3,V90,2004,47.933167,16.969778,NA,Vestas,80,90,"Gols III Römerstr, Anlage 2",Gols_III Römerstr,253,90
"Gols_III Römerstr, Anlage 3",Windpark Römerstraße GmbH,---,6,2e3,V90,2004,47.936944,16.9735,NA,Vestas,80,90,"Gols III Römerstr, Anlage 3",Gols_III Römerstr,254,100
"Gols_III Römerstr, Anlage 4",Windpark Römerstraße GmbH,---,6,2e3,V90,2004,47.937972,16.966639,NA,Vestas,80,90,"Gols III Römerstr, Anlage 4",Gols_III Römerstr,255,100
"Gols_III Römerstr, Anlage 5",Windpark Römerstraße GmbH,---,6,2e3,V90,2004,47.938583,16.958167,NA,Vestas,80,90,"Gols III Römerstr, Anlage 5",Gols_III Römerstr,256,100
"Gols_III Römerstr, Anlage 6",Windpark Römerstraße GmbH,---,6,2e3,V90,2004,47.933861,16.963056,NA,Vestas,80,90,"Gols III Römerstr, Anlage 6",Gols_III Römerstr,257,100
"Hollern_I, Anlage 1",-,---,9,2e3,E66 20.7,2004,48.087762,16.904461,-,Enercon,98,70,"Hollern I, Anlage 1",Hollern_I,258,100
"Hollern_I, Anlage 2",-,---,9,2e3,E66 20.7,2004,48.085129,16.904016,-,Enercon,98,70,"Hollern I, Anlage 2",Hollern_I,259,85
"Hollern_I, Anlage 3",-,---,9,2e3,E66 20.7,2004,48.092196,16.885944,-,Enercon,98,70,"Hollern I, Anlage 3",Hollern_I,260,90
"Hollern_I, Anlage 4",-,---,9,2e3,E66 20.7,2004,48.089381,16.893364,-,Enercon,98,70,"Hollern I, Anlage 4",Hollern_I,261,90
"Hollern_I, Anlage 5",-,---,9,2e3,E66 20.7,2004,48.088701,16.898229,-,Enercon,98,70,"Hollern I, Anlage 5",Hollern_I,262,90
"Hollern_I, Anlage 6",-,---,9,2e3,E66 20.7,2004,48.094375,16.890975,-,Enercon,98,70,"Hollern I, Anlage 6",Hollern_I,263,95
"Hollern_I, Anlage 7",-,---,9,2e3,E66 20.7,2004,48.093137,16.899674,-,Enercon,98,70,"Hollern I, Anlage 7",Hollern_I,264,90
"Hollern_I, Anlage 8",-,---,9,2e3,E66 20.7,2004,48.095285,16.886863,-,Enercon,98,70,"Hollern I, Anlage 8",Hollern_I,265,95
"Hollern_I, Anlage 9",-,---,9,2e3,E66 20.7,2004,48.095668,16.878248,-,Enercon,98,70,"Hollern I, Anlage 9",Hollern_I,266,95
"Höflein_V-VI, Anlage 1",-,---,2,2e3,E70 E4,2004,48.0588815,16.76465777,-,Enercon,98,70,"Höflein V-VI, Anlage 1",Höflein_V-VI,267,90
"Höflein_V-VI, Anlage 2",-,---,2,2e3,E70 E4,2004,48.05596256,16.76299547,-,Enercon,98,70,"Höflein V-VI, Anlage 2",Höflein_V-VI,268,80
"Japons,_Anlage 1",-,---,1,2e3,E70/20.71,2005,48.79997,15.52272,-,Enercon,112,71,"Japons, Anlage 1",Japons,269,90
"Pöttelsdorf_II, Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,4,2300,Bonus 2.3,2005,47.76473,16.41896,www.evn-naturkraft.at,Bonus,100,80,"Pöttelsdorf II, Anlage 1",Pöttelsdorf_II,270,90
