X,Y,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,CRIADOR,DATA_CRIAC,ATUALIZADO,DATA_ATUAL,EOL_VERSAO,NOME_EOL,DEN_AEG,VERSAO_ATU,DATUM,FUSO,X_1,Y_1,OPE_COM,PROPRIETAR,CEG,Datum_1,Fuso_1,Operacao,latitude,Long,Lat,Park,KW,id,quality
-42.608485618,-14.3508596799999,1.85,121.25,80,82.5,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,504,Angical,ANG-020,1,5,23,757931,8412135,1,Central Eólica Angical S.A.,EOLCVBA030732-7-01,WGS 84,UTM 23S (MER -45),SIM,-14,-42.608485618,-14.35085968,Angical,1850,363,100
-35.880786518,-5.71386537199993,4.2,165,90,150,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,102978,Ventos de Santa Martina 14,M14-02,1,1,25,180890,9367626,2,NA,EOLCVRN038323-6-01,SIRGAS 2000,UTM 25S (MER -33),NÃO,-6,-35.880786518,-5.713865372,Ventos de,4200,364,100
-41.506162081,-10.665298645,2.5,148,90,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1576,Umburanas 02,UMB_02_04,1,1,24,225831,8819918,2,Centrais Eólicas Umburanas 2 S.A.,EOLCVBA031740-3-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-11,-41.506162081,-10.665298645,Umburanas,2500,365,100
-41.601925535,-10.6598815159999,2.5,148,90,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1582,Umburanas 10,UMB_10_06,1,1,24,215343,8820431,2,Centrais Eólicas Umburanas 8 Ltda.,EOLCVBA031742-0-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-11,-41.601925535,-10.659881516,Umburanas,2500,366,100
-41.570260022,-8.76176142499997,3.15,182.5,120,125,SGI_EDITOR_5,2019-01-10,SGI_EDITOR_5,2019-01-11,1614,Ventos de Santa Angela 16,VSA16-08,1,1,24,217219,9030520,2,Enel Green Power Ventos de Santa Ângela ACL 16 S.A.,EOLCVPI033020-5-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-9,-41.570260022,-8.761761425,Ventos de,3150,367,100
-39.374422711,-3.24040835399995,4.2,200,125,150,SGI_EDITOR_5,2019-01-11,SGI_EDITOR_5,2019-01-11,1610,Serrote VI,SVI-6,1,1,24,458402,9641826,2,Serrote Geração de Energia Elétrica S.A.,EOLCVCE040883-2-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-3,-39.374422711,-3.240408354,Serrote VI,4200,368,100
-41.313720953,-11.082817249,2.35,144,98,92,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1480,Serra da Babilônia VIII,SDB-VIII-B-09,1,1,24,247247,8773882,1,Eólica Serra da Babilônia VIII S.A.,EOLCVBA032468-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-11,-41.313720953,-11.082817249,Serra da B,2350,369,100
-36.976933549,-5.11877589399995,2,177,120,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1547,Vila Paraíba IV,VPB IV-11,1,1,24,724271,9433853,2,Ventos de Vila Ceará II SPE S.A.,EOLCVRN036976-4-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-5,-36.976933549,-5.118775894,Vila Paraí,2e3,370,100
-41.4445389909999,-8.46616129499995,3,182.5,120,125,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1530,Ventos de Santa Angela 06,AN06-02,1,1,24,230850,9063321,2,Enel Green Power Ventos de Santa Ângela 6 S.A.,EOLCVPI033010-8-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-8,-41.444538991,-8.466161295,Ventos de,3e3,371,100
-42.527606595,-14.0957273019999,2.5,148,90,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1489,Caetité F,Ca-F-13,1,1,23,766958.318,8440283.29,2,Rio Energy EOL III Geração e Comercialização de Energia S.A.,EOLCVBA037006-1-01,SIRGAS 2000,UTM 23S (MER -45),NÃO,-14,-42.527606595,-14.095727302,Caetité F,2500,372,100
-41.040150271,-9.31323757499996,2.7,141,100,82,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1494,Casa Nova E,CNE-63,1,1,24,275910,8969871,2,Companhia Hidro Elétrica do São Francisco - CHESF,EOLCVBA037213-7-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-9,-41.040150271,-9.313237575,Casa Nova,2700,373,100
-35.7786176239999,-5.34210547899994,2.1,155,98,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1519,Aventura IV,AVIV_V-03,1,1,25,9408824,192024,2,Central Eólica Aventura IV S.A.,EOLCVRN037949-2-01,SIRGAS 2000,UTM 25S (MER -33),NÃO,-5,-35.778617624,-5.342105479,Aventura I,2100,374,100
-36.309267888,-5.92158002799994,2,135,80,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1283,Pedra Rajada,PR_03,1,1,24,797932,9344742,1,Gestamp Eólica Pedra Rajada S.A.,EOLCVRN032352-7-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-6,-36.309267888,-5.921580028,Pedra Raja,2e3,375,100
-42.675967984,-11.1773643769999,2.5,147.3,90,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1328,Assuruá III,A-III-4,1,1,23,753798,8763411,1,Parque Eólico Assuruá III S.A.,EOLCVBA032342-0-01,SIRGAS 2000,UTM 23S (MER -45),SIM,-11,-42.675967984,-11.177364377,Assuruá II,2500,376,100
-42.687623303,-11.0689285079999,2,126.5,78,97,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1329,Assuruá IV,A-IV-11,1,1,23,752618,8775420,1,Parque Eólico Assuruá IV S.A.,EOLCVBA032343-8-01,SIRGAS 2000,UTM 23S (MER -45),SIM,-11,-42.687623303,-11.068928508,Assuruá IV,2e3,377,100
-36.931345794,-7.04399130099995,2,137,80,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1401,Chafariz 4,CHA4.13,1,1,24,728512,9220882,2,Força Eólica do Brasil S.A.,EOLCVPB034644-6-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-7,-36.931345794,-7.043991301,Chafariz 4,2e3,378,100
-40.633130357,-7.98911403499994,2.1,136,80,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1430,Ventos de São Vicente 11,VIC_11-05,1,1,24,320002,9116549,1,Ventos de Santa Albertina Energias Renováveis S.A.,EOLCVPI033141-4-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-8,-40.633130357,-7.989114035,Ventos de,2100,379,100
-41.33426358,-11.086562924,2.35,144,98,92,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1479,Serra da Babilônia VII,SDB-VII-B-09,1,1,24,245005,8773450,1,Eólica Serra da Babilônia VII S.A.,EOLCVBA032467-1-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-11,-41.33426358,-11.086562924,Serra da B,2350,380,100
-40.7548983899999,-7.45947617299993,1.85,121.25,80,82.5,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1079,Ventos de Santa Joana IX,JOA_IX-09,1,1,24,306336,9175072,1,Ventos de Santa JoanaIX  Energias Renováveis S.A,EOLCVPI031417-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-7,-40.75489839,-7.459476173,Ventos de,1850,381,100
-35.9832116389999,-5.04794139699993,2,0,0,0,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,206,Dreen Olho D Água,3,1,1,25,169174.00001244,9441278.00007104,1,GE Olho D'Água S.A,EOLCVRN030549-9-01,SIRGAS 2000,UTM 25S (MER -33),SIM,-5,-35.983211639,-5.047941397,Dreen Olho,2e3,382,100
-40.6095659979999,-7.31272054899995,2.70000005,150,89,122,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1226,Ventos de Santo Albano,SAL-10,1,1,24,322320,9191363,1,Central Eólica Caiçara Ltda.,EOLCVPI031272-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-7,-40.609565998,-7.312720549,Ventos de,2700.0000499999996,383,100
-36.704364611,-8.73245636799993,1.715,131.5,80,103,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1256,Ventos de São Clemente 2,CLE2-15,1,1,24,752570,9033958.00003,1,Ventos de São Clemente II Energias Renováveis S.A.,EOLCVPE031819-1-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-9,-36.704364611,-8.732456368,Ventos de,1715,384,100
-36.779102466,-8.72505597499998,1.715,131.5,80,103,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1262,Ventos de São Clemente 8,CLE8-04,1,1,24,744348,9034826.00003,1,Ventos de São Clemente VIII Energias Renováveis S.A.,EOLCVPE031825-6-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-9,-36.779102466,-8.725055975,Ventos de,1715,385,100
-39.742984209,-3.00413237,2.1,150,93,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1275,Pedra Cheirosa,CHE_I-06,1,1,24,417435,9667922,1,Pedra Cheirosa I Energia S.A.,EOLCVCE031736-5-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-3,-39.742984209,-3.00413237,Pedra Chei,2100,386,100
-41.022784912,-3.94156614699995,2.1,175,120,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,309,Bons Ventos Cacimbas 4,4,1,1,24,275397,9564059,1,Geradora Eólica Bons Ventos da Serra 2 S.A.,EOLCVCE031621-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-4,-41.022784912,-3.941566147,Bons Vento,2100,387,100
-35.7868245079999,-5.22792607399998,2.1,150,93,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,784,Ventos de Santo Dimas,DIM-04,1,1,25,191057,9421456,1,Ventos de Santo Dimas Energias Renováveis S.A.,EOLCVRN031372-6-01,SIRGAS 2000,UTM 25S (MER -33),SIM,-5,-35.786824508,-5.227926074,Ventos de,2100,388,100
-40.9715243,-10.04760806,2,135,80,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1012,Delfina I,AEG 7,1,1,24,283921,8888675,1,Enel Green Power Delfina A Eólica S.A.,EOLCVBA032357-8-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-10,-40.9715243,-10.04760806,Delfina I,2e3,389,100
-40.273547868,-2.81341837,1.58,123.5,85,77,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,45,Praia do Morgado,MG-11,1,1,24,358444,9688953,1,Central Eólica Praia do Morgado S.A.,EOLCVCE028440-8-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-3,-40.273547868,-2.81341837,Praia do M,1580,390,100
-36.7187727529999,-6.13065085199997,2,139.5,90,97,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1063,Lanchinha,L_03,1,1,24,752467,9321816,1,Gestamp Eólica Lanchinha S.A.,EOLCVRN030860-9-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-6,-36.718772753,-6.130650852,Lanchinha,2e3,391,100
-40.6741740909999,-7.37088792599997,1.7,130,80,100,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1073,Ventos de Santa Joana V,JOA_V-01,1,1,24,315210,9184904,1,Ventos de Santa Joana V Energias Renováveis S.A.,EOLCVPI031538-9-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-7,-40.674174091,-7.370887926,Ventos de,1700,392,100
-42.6062456879999,-14.1159041339999,1.68,130,80,100,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,513,Maron,AEG-18,1,1,23,758440,8438138,1,Centrais Eólicas Maron S.A.,EOLCVBA030768-8-01,SIRGAS 2000,UTM 23S (MER -45),SIM,-14,-42.606245688,-14.115904134,Maron,1680,393,100
-36.3989316399999,-5.11369921799997,1.65,111,70,82,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,600,Alegria II,AEG II-50,1,2,24,788425,9434225,1,New Energy Options Geração de Energia S.A.,EOLCVRN028443-2-01,SAD 69,UTM 24S (MER -39),SIM,-5,-36.39893164,-5.113699218,Alegria II,1650,394,100
-35.375561239,-5.30188887,2,123,78,90,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,111,Arizona 1,9,1,2,25,236708.27185655,9413460.63378761,1,Arizona 1 Energia Renovável S.A.,EOLCVRN030622-3-01,SAD 69,UTM 25S (MER -33),SIM,-5,-35.375561239,-5.30188887,Arizona 1,2e3,395,100
-35.93185346,-5.2734564099999,2,139,98,82,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,87,Santa Clara V,SC-V-06,1,1,25,174989.38,9416343.34,1,Santa Clara V Energias Renováveis Ltda.,EOLCVRN030378-0-01,SIRGAS 2000,UTM 25S (MER -33),SIM,-5,-35.93185346,-5.27345641,Santa Clar,2e3,396,100
-35.9369951209999,-5.30620694599997,1.5,120,80,82,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,827,Morro dos Ventos IX,AG_16_MV9,1,1,25,174436.050189,9412715.71763,1,Desa Morro dos Ventos IX S.A,EOLCVRN030302-0-01,SIRGAS 2000,UTM 25S (MER -33),SIM,-5,-35.936995121,-5.306206946,Morro dos,1500,397,100
-42.475230395,-14.1359576569999,1.7,131.5,80,103,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,868,Caetité C,5,1,1,23,772569,8435770,1,Eólica Caetité C S.A.,EOLCVBA031523-0-01,SIRGAS 2000,UTM 23S (MER -45),SIM,-14,-42.475230395,-14.135957657,Caetité C,1700,398,100
-36.496427121,-5.16229449699995,1.67,123,80,86,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,635,Miassaba 3,WT26,1,1,24,777550,9428850,1,Brasventos Miassaba 3 Geradora de Energia S.A,EOLCVRN030339-9-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-5,-36.496427121,-5.162294497,Miassaba 3,1670,399,100
-36.761999187,-8.87120854499994,1.7,130,80,100,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,689,Ventos de Santa Brígida VI,BR6-09,1,1,24,746134,9018645,1,Ventos de Santa Brígida VI Energias Renováveis S.A.,EOLCVPE031353-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-9,-36.761999187,-8.871208545,Ventos de,1700,400,100
-35.7758377819999,-5.0955241899999,1.6,130,80,100,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,144,União dos Ventos 5,13,1,2,25,192212,9436114,1,Morro dos Ventos Geradora Eólica S.A,EOLCVRN030566-9-01,SAD 69,UTM 25S (MER -33),SIM,-5,-35.775837782,-5.09552419,União dos,1600,401,100
-42.6414302229999,-14.223983652,1.6,121.25,80,82.5,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,99,Guirapá,GUI_9,1,2,23,754563,8426258,1,Centrais Eólicas Guirapá Ltda.,EOLCVBA030342-9-01,SAD 69,UTM 23S (MER -45),SIM,-14,-42.641430223,-14.223983652,Guirapá,1600,402,100
-35.9332172539999,-5.41531752399993,2.7,150,89,122,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,752,SM,10,1,1,25,174913,9400641,1,Santa Maria Energias Renováveis S.A.,EOLCVRN030864-1-01,SIRGAS 2000,UTM 25S (MER -33),SIM,-5,-35.933217254,-5.415317524,SM,2700,403,100
-36.1737332119999,-5.10181314899995,1.67,123,80,86,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,136,Rei dos Ventos 1,RDV 30,1,1,24,813381.028,9435393.669,1,Brasventos Eolo Geradora de Energia S.A.,EOLCVRN030416-6-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-5,-36.173733212,-5.101813149,Rei dos Ve,1670,404,100
-36.051656368,-5.19313526099995,3.3,186,120,132,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,102709,São Fernando 2,SF2-19,1,1,24,826882,9425225,2,NA,EOLCVRN037075-4-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-5,-36.051656368,-5.193135261,São Fernan,3300,405,100
-36.977507583,-5.02418152699994,3.465,180,114,132,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,103125,Vila Maranhão III,VMA III - 03,1,1,24,724240,9444316,2,NA,EOLCVRN038327-9-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-5,-36.977507583,-5.024181527,Vila Maran,3465,406,100
-41.278730949,-11.5126298339999,3,182.5,120,125,SGI_EDITOR_5,2019-01-29,SGI_EDITOR_5,2019-01-29,1617,Ventos de Santa Esperança 16,VSE16-01,1,1,24,251442,8726351,2,Enel Green Power Ventos de Santa Esperança 16 S.A.,EOLCVBA034508-3-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-12,-41.278730949,-11.512629834,Ventos de,3e3,407,100
-36.3411034,-5.4804691,2.1,177,120,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1469,Serra Preta 6,SP 6 - 12,1,1,24,794629,9393572,2,Case Eólica Ltda.,EOLCVRN037768-6-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-5,-36.3411034,-5.4804691,Serra Pret,2100,408,100
-41.0526370489999,-9.27435968299994,2.3499999,144,98,92,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1470,Casa Nova II,CNII-03,1,1,24,274513,8974164,1,Companhia Hidroelétrica do São Francisco,EOLCVBA031519-2-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-9,-41.052637049,-9.274359683,Casa Nova,2349.9999,409,100
-37.0210311819999,-5.07613957199993,2.1,177,120,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1543,Vila Acre II,VACII-9,1,1,24,719395,9438584,2,Ventos de Vila Acre II SPE S.A.,EOLCVRN033753-6-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-5,-37.021031182,-5.076139572,Vila Acre,2100,410,100
-42.607003563,-2.66068677599998,2.5,148,90,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1521,Delta 6 II,D6-II-04,1,1,23,9705654,766073,2,Delta 6 II Energia S.A.,EOLCVMA037967-0-01,SIRGAS 2000,UTM 23S (MER -45),NÃO,-3,-42.607003563,-2.660686776,Delta 6 II,2500,411,100
-40.459779682,-10.392197269,2.2,150,95,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1572,Ventos de São Januário 04,SJA04-09,1,1,24,340194,8850857,2,Parque Eólico Ventos de São Januário 04 S.A.,EOLCVBA032641-0-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-10,-40.459779682,-10.392197269,Ventos de,2200,412,100
-40.465917642,-10.2602884089999,2.2,150,95,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1574,Ventos de São Januário 14,SJA14-13,1,1,24,339455,8865443,2,Parque Eólico Ventos de São Januário 14 S.A.,EOLCVBA033533-9-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-10,-40.465917642,-10.260288409,Ventos de,2200,413,100
-36.0288867319999,-5.08106552199996,2.1,175,120,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1245,GE Jangada,JA11,1,1,24,164121.3,9437588,2,Usina de Energia Eólica Jangada S.A.,EOLCVRN030700-9-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-5,-36.028886732,-5.081065522,GE Jangada,2100,414,100
-41.2285286539999,-11.5874140829999,2,135,80,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,911,Ventos de São Mário,1,1,1,24,256985,8718119,1,Enel Green Power Morro do Chapéu I Eólica S.A.,EOLCVBA033650-5-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-12,-41.228528654,-11.587414083,Ventos de,2e3,415,100
-42.6609929219999,-2.63017391299996,2.3,138,80,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1343,Delta 3 VI,VN13-11,1,1,23,760073,9709041,1,Delta 3 VI Energia S.A.,EOLCVMA033673-4-01,SIRGAS 2000,UTM 23S (MER -45),SIM,-3,-42.660992922,-2.630173913,Delta 3 VI,2300,416,100
-42.6723488289999,-2.60408878499993,2.3,138,80,116,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1344,Delta 3 VII,VN18-11,1,1,23,758815,9711929,1,Delta 3 VII Energia S.A.,EOLCVMA033680-7-01,SIRGAS 2000,UTM 23S (MER -45),SIM,-3,-42.672348829,-2.604088785,Delta 3 VI,2300,417,100
-36.9303634139999,-7.02267018699996,2,137,80,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1402,Chafariz 5,CHA5.11,1,1,24,728631,9223240,2,Força Eólica do Brasil S.A.,EOLCVPB034646-2-01,SIRGAS 2000,UTM 24S (MER -39),NÃO,-7,-36.930363414,-7.022670187,Chafariz 5,2e3,418,100
-40.6500856869999,-7.9919491699999,2.1,136,80,114,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1429,Ventos de São Vicente 10,VIC_10-08,1,1,24,318134,9116228,1,Ventos de Santo Agostinho Energias Renováveis S.A.,EOLCVPI033136-8-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-8,-40.650085687,-7.99194917,Ventos de,2100,419,100
-36.736509731,-8.91809964499993,1.715,131.5,80,103,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1034,Serra das Vacas I,CSV1-13,1,1,24,748907,9013440,1,Eólica Serra das Vacas I S.A.,EOLCVPE031537-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-9,-36.736509731,-8.918099645,Serra das,1715,420,100
-41.0933085409999,-9.85442287,2,130,80,100,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,287,Sete Gamelerias,SG-12,1,1,24,270433,8909965.00002477,1,Sete Gameleiras S.A.,EOLCVBA030455-7-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-10,-41.093308541,-9.85442287,Sete Gamel,2e3,421,100
-41.058211741,-9.86096616,2.35,144,98,92,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1144,Baraúnas II,BA-II_09,1,1,24,274288,8909265,1,Baraúnas II Energética S.A.,EOLCVBA031667-9-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-10,-41.058211741,-9.86096616,Baraúnas I,2350,422,100
-41.197548489,-3.88723266099993,1.69,130,80,100,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1173,Ventos de Tianguá Norte,TIN-04,1,1,24,255967,9570020,1,Nova Ventos de Tianguá Norte Energias Renováveis S.A.,EOLCVCE030584-7-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-4,-41.197548489,-3.887232661,Ventos de,1690,423,100
-36.964406622,-5.03911258699998,3,182.5,120,125,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1197,Vila Pará II,VPAII-2,1,1,24,725688,9442660,1,Usina de Energia Eólica Vila Pará II SPE S.A.,EOLCVRN031757-8-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-5,-36.964406622,-5.039112587,Vila Pará,3e3,424,100
-37.327021636,-4.74130842199997,2.1,175,120,110,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,1210,Garrote,GAR-03,1,1,24,685554,9475707,1,Central Eólica Garrote S.A.,EOLCVCE035197-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-5,-37.327021636,-4.741308422,Garrote,2100,425,100
-36.511903466,-6.02481806899993,2,126.5,78,97,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,813,Serra de Santana III,1,1,1,24,775429,9333424,1,Gestamp Eólica Seridó S.A.,EOLCVRN030615-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-6,-36.511903466,-6.024818069,Serra de S,2e3,426,100
-41.0586677269999,-9.82717512699998,2.35,144,98,92,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,885,Mussambê,MB-07,1,1,24,274215,8913003,1,Mussambê Energética S.A.,EOLCVBA031352-1-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-10,-41.058667727,-9.827175127,Mussambê,2350,427,100
-40.066956239,-2.84525884699997,2,126.5,78,97,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,889,Cataventos Acaraú I,CAI-09,1,1,24,381413,9685456,1,Cataventos Acaraú – Geração de Energias Renováveis S.A.,EOLCVCE033756-0-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-3,-40.066956239,-2.845258847,Cataventos,2e3,428,100
-35.8800889569999,-5.22721530699994,2.70000005,150,89,122,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,534,Asa Branca II,II-05,1,1,25,180709,9421488,1,Nova Asa Branca II Energias Renováveis S.A.,EOLCVRN030547-2-01,SIRGAS 2000,UTM 25S (MER -33),SIM,-5,-35.880088957,-5.227215307,Asa Branca,2700.0000499999996,429,100
-50.249496925,-29.9524889749999,2.3,149,108,82,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,500,Osório 2,OS2-04,1,5,22,572419.786,6686242.415,1,Ventos do Litoral Energia  S.A.,EOLCVRS030286-4-01,WGS 84,UTM 22S (MER -51),SIM,-30,-50.249496925,-29.952488975,Osório 2,2300,430,100
-50.248600658,-29.944541274,2.3,149,108,82,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,500,Osório 2,OS2-01,1,5,22,572512.04,6687122.55,1,Ventos do Litoral Energia  S.A.,EOLCVRS030286-4-01,WGS 84,UTM 22S (MER -51),SIM,-30,-50.248600658,-29.944541274,Osório 2,2300,431,100
-41.4680998069999,-11.8350921589999,2,138.5,90,97,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,748,Dois Riachos,Dois Riachos 07,1,1,24,231086,8690493,1,Enel Green Power Dois Riachos Eólica S.A.,EOLCVBA031121-9-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-12,-41.468099807,-11.835092159,Dois Riach,2e3,432,100
-41.0538430939999,-2.89695245899998,2.1,124,80,88,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,46,Praia Formosa,AEG 47,1,2,24,271699,9679589,1,CPFL Energias Renováveis S.A.,EOLCVCE028631-1-01,SAD 69,UTM 24S (MER -39),SIM,-3,-41.053843094,-2.896952459,Praia Form,2100,433,100
-39.894436405,-2.98814267799997,3,162.5,100,125,SGI_EDITOR_5,2018-12-19,SGI_EDITOR_5,2018-12-19,445,Itarema VIII,ITA-VIII-04,1,1,24,400602,9669677,1,Eólica Itarema VIII S.A.,EOLCVCE031817-5-01,SIRGAS 2000,UTM 24S (MER -39),SIM,-3,-39.894436405,-2.988142678,Itarema VI,3e3,434,100
